""	"samplename"	"strain"	"sample"	"experiment"	"time"	"generation"	"CN"	"Sugar"	"reactorname"	"fraction"	"correctedfraction"	"sum"	"correctedsum"	"correctedfraction2"	"correctedsum2"
"32"	"S1R1_13"	"Lreu"	"S1R1"	"SDR12"	"13"	117.049576	6	"Trehalose"	"R1"	0.000414422	0.000324630566666667	1	1.08582400871667	0.000298971623449685	1
"33"	"S1R1_13"	"Phis"	"S1R1"	"SDR12"	"13"	117.049576	4	"Trehalose"	"R1"	0	0	1	1.08582400871667	0	1
"34"	"S1R1_13"	"Smit"	"S1R1"	"SDR12"	"13"	117.049576	4	"Trehalose"	"R1"	0	0	1	1.08582400871667	0	1
"35"	"S1R1_13"	"Ssal"	"S1R1"	"SDR12"	"13"	117.049576	6	"Trehalose"	"R1"	0.003729797	0.00292167431666667	1	1.08582400871667	0.00269074388962884	1
"36"	"S1R1_13"	"Vaty"	"S1R1"	"SDR12"	"13"	117.049576	3	"Trehalose"	"R1"	0.233733941	0.366183174233333	1	1.08582400871667	0.33723989458119	1
"37"	"S1R1_15"	"Lcas"	"S1R1"	"SDR12"	"15"	135.6178513	5	"Trehalose"	"R1"	0.856610029	0.80521342726	1	1.02661141027667	0.78434100692783	1
"38"	"S1R1_15"	"Lreu"	"S1R1"	"SDR12"	"15"	135.6178513	6	"Trehalose"	"R1"	0	0	1	1.02661141027667	0	1
"39"	"S1R1_15"	"Phis"	"S1R1"	"SDR12"	"15"	135.6178513	4	"Trehalose"	"R1"	0	0	1	1.02661141027667	0	1
"40"	"S1R1_15"	"Smit"	"S1R1"	"SDR12"	"15"	135.6178513	4	"Trehalose"	"R1"	0	0	1	1.02661141027667	0	1
"41"	"S1R1_15"	"Ssal"	"S1R1"	"SDR12"	"15"	135.6178513	6	"Trehalose"	"R1"	0.004144219	0.00324630488333333	1	1.02661141027667	0.00316215546684648	1
"42"	"S1R1_15"	"Vaty"	"S1R1"	"SDR12"	"15"	135.6178513	3	"Trehalose"	"R1"	0.139245752	0.218151678133333	1	1.02661141027667	0.212496837605324	1
"43"	"S1R1_18"	"Lcas"	"S1R1"	"SDR12"	"18"	163.8308677	5	"Trehalose"	"R1"	0.956071281	0.89870700414	1.000000001	0.96071142514	0.935459890059115	1
"44"	"S1R1_18"	"Lreu"	"S1R1"	"SDR12"	"18"	163.8308677	6	"Trehalose"	"R1"	0.001657688	0.00129852226666667	1.000000001	0.96071142514	0.00135162571474305	1
"45"	"S1R1_18"	"Phis"	"S1R1"	"SDR12"	"18"	163.8308677	4	"Trehalose"	"R1"	0	0	1.000000001	0.96071142514	0	1
"46"	"S1R1_18"	"Smit"	"S1R1"	"SDR12"	"18"	163.8308677	4	"Trehalose"	"R1"	0	0	1.000000001	0.96071142514	0	1
"47"	"S1R1_18"	"Ssal"	"S1R1"	"SDR12"	"18"	163.8308677	6	"Trehalose"	"R1"	0.007045172	0.00551871806666667	1.000000001	0.96071142514	0.005744407656922	1
"48"	"S1R1_18"	"Vaty"	"S1R1"	"SDR12"	"18"	163.8308677	3	"Trehalose"	"R1"	0.03522586	0.0551871806666667	1.000000001	0.96071142514	0.05744407656922	1
"49"	"S1R1_3"	"Lcas"	"S1R1"	"SDR12"	"3"	28.85197241	5	"Trehalose"	"R1"	0.391214256	0.36774140064	1	1.30754662245667	0.281245344773308	1
"50"	"S1R1_3"	"Lreu"	"S1R1"	"SDR12"	"3"	28.85197241	6	"Trehalose"	"R1"	0	0	1	1.30754662245667	0	1
"51"	"S1R1_3"	"Phis"	"S1R1"	"SDR12"	"3"	28.85197241	4	"Trehalose"	"R1"	0	0	1	1.30754662245667	0	1
"52"	"S1R1_3"	"Smit"	"S1R1"	"SDR12"	"3"	28.85197241	4	"Trehalose"	"R1"	0	0	1	1.30754662245667	0	1
"53"	"S1R1_3"	"Ssal"	"S1R1"	"SDR12"	"3"	28.85197241	6	"Trehalose"	"R1"	0.017820141	0.01395911045	1	1.30754662245667	0.0106758032258713	1
"54"	"S1R1_3"	"Vaty"	"S1R1"	"SDR12"	"3"	28.85197241	3	"Trehalose"	"R1"	0.590965603	0.925846111366667	1	1.30754662245667	0.70807885200082	1
"55"	"S1R1_6"	"Lcas"	"S1R1"	"SDR12"	"6"	55.81144377	5	"Trehalose"	"R1"	0.899295483	0.84533775402	1.000000001	0.960906203636667	0.87972972889624	1
"56"	"S1R1_6"	"Lreu"	"S1R1"	"SDR12"	"6"	55.81144377	6	"Trehalose"	"R1"	0	0	1.000000001	0.960906203636667	0	1
"57"	"S1R1_6"	"Phis"	"S1R1"	"SDR12"	"6"	55.81144377	4	"Trehalose"	"R1"	0	0	1.000000001	0.960906203636667	0	1
"58"	"S1R1_6"	"Smit"	"S1R1"	"SDR12"	"6"	55.81144377	4	"Trehalose"	"R1"	0	0	1.000000001	0.960906203636667	0	1
"59"	"S1R1_6"	"Ssal"	"S1R1"	"SDR12"	"6"	55.81144377	6	"Trehalose"	"R1"	0.053874845	0.0422019619166667	1.000000001	0.960906203636667	0.0439189192003842	1
"60"	"S1R1_6"	"Vaty"	"S1R1"	"SDR12"	"6"	55.81144377	3	"Trehalose"	"R1"	0.046829673	0.0733664877	1.000000001	0.960906203636667	0.0763513519033758	1
"61"	"S1R1_7"	"Lcas"	"S1R1"	"SDR12"	"7"	64.43584377	5	"Trehalose"	"R1"	0.473269789	0.44487360166	1.000000001	1.25872220042667	0.353432712562948	1
"62"	"S1R1_7"	"Lreu"	"S1R1"	"SDR12"	"7"	64.43584377	6	"Trehalose"	"R1"	0.000828844	0.000649261133333333	1.000000001	1.25872220042667	0.000515809710127663	1
"63"	"S1R1_7"	"Phis"	"S1R1"	"SDR12"	"7"	64.43584377	4	"Trehalose"	"R1"	0	0	1.000000001	1.25872220042667	0	1
"64"	"S1R1_7"	"Smit"	"S1R1"	"SDR12"	"7"	64.43584377	4	"Trehalose"	"R1"	0	0	1.000000001	1.25872220042667	0	1
"65"	"S1R1_7"	"Ssal"	"S1R1"	"SDR12"	"7"	64.43584377	6	"Trehalose"	"R1"	0.013675922	0.0107128055666667	1.000000001	1.25872220042667	0.00851085772780949	1
"66"	"S1R1_7"	"Vaty"	"S1R1"	"SDR12"	"7"	64.43584377	3	"Trehalose"	"R1"	0.512225446	0.802486532066667	1.000000001	1.25872220042667	0.637540619999114	1
"67"	"S1R1_9"	"Lcas"	"S1R1"	"SDR12"	"9"	81.63022325	5	"Trehalose"	"R1"	0.866970576	0.81495234144	1	0.985383340373333	0.827040917021428	1
"68"	"S1R1_9"	"Lreu"	"S1R1"	"SDR12"	"9"	81.63022325	6	"Trehalose"	"R1"	0.000414422	0.000324630566666667	1	0.985383340373333	0.000329445966220287	1
"69"	"S1R1_9"	"Phis"	"S1R1"	"SDR12"	"9"	81.63022325	4	"Trehalose"	"R1"	0	0	1	0.985383340373333	0	1
"70"	"S1R1_9"	"Smit"	"S1R1"	"SDR12"	"9"	81.63022325	4	"Trehalose"	"R1"	0	0	1	0.985383340373333	0	1
"71"	"S1R1_9"	"Ssal"	"S1R1"	"SDR12"	"9"	81.63022325	6	"Trehalose"	"R1"	0.048072938	0.0376571347666667	1	0.985383340373333	0.0382157209522128	1
"72"	"S1R1_9"	"Vaty"	"S1R1"	"SDR12"	"9"	81.63022325	3	"Trehalose"	"R1"	0.084542064	0.1324492336	1	0.985383340373333	0.134413916060138	1
"73"	"S1R1_takedown"	"Lcas"	"S1R1"	"SDR12"	"takedown"	174.6912704	5	"Trehalose"	"R1"	0.847492748	0.79664318312	1.000000001	0.985578119653333	0.808300394696476	1
"74"	"S1R1_takedown"	"Lreu"	"S1R1"	"SDR12"	"takedown"	174.6912704	6	"Trehalose"	"R1"	0.003729797	0.00292167431666667	1.000000001	0.985578119653333	0.00296442692710582	1
"75"	"S1R1_takedown"	"Phis"	"S1R1"	"SDR12"	"takedown"	174.6912704	4	"Trehalose"	"R1"	0	0	1.000000001	0.985578119653333	0	1
"76"	"S1R1_takedown"	"Smit"	"S1R1"	"SDR12"	"takedown"	174.6912704	4	"Trehalose"	"R1"	0.000828844	0.0009738917	1.000000001	0.985578119653333	0.000988142573967202	1
"77"	"S1R1_takedown"	"Ssal"	"S1R1"	"SDR12"	"takedown"	174.6912704	6	"Trehalose"	"R1"	0.059676751	0.0467467882833333	1.000000001	0.985578119653333	0.0474308300388974	1
"78"	"S1R1_takedown"	"Vaty"	"S1R1"	"SDR12"	"takedown"	174.6912704	3	"Trehalose"	"R1"	0.088271861	0.138292582233333	1.000000001	0.985578119653333	0.140316205763554	1
"79"	"S1R2_0"	"Lcas"	"S1R2"	"SDR12"	"0"	0.45	5	"Trehalose"	"R2"	0.433485288	0.40747617072	1	1.02703342977833	0.396750640149996	1
"80"	"S1R2_0"	"Lreu"	"S1R2"	"SDR12"	"0"	0.45	6	"Trehalose"	"R2"	0.001657688	0.00129852226666667	1	1.02703342977833	0.00126434274583149	1
"81"	"S1R2_0"	"Phis"	"S1R2"	"SDR12"	"0"	0.45	4	"Trehalose"	"R2"	0.436386241	0.512753833175	1	1.02703342977833	0.499257198751231	1
"82"	"S1R2_0"	"Smit"	"S1R2"	"SDR12"	"0"	0.45	4	"Trehalose"	"R2"	0.012432656	0.0146083708	1	1.02703342977833	0.014223851314317	1
"83"	"S1R2_0"	"Ssal"	"S1R2"	"SDR12"	"0"	0.45	6	"Trehalose"	"R2"	0.116038127	0.0908965328166667	1	1.02703342977833	0.0885039670386241	1
"84"	"S1R2_0"	"Vaty"	"S1R2"	"SDR12"	"0"	0.45	3	"Trehalose"	"R2"	0	0	1	1.02703342977833	0	1
"85"	"S1R2_11"	"Lcas"	"S1R2"	"SDR12"	"11"	99.27147654	5	"Trehalose"	"R2"	0.163696643	0.15387484442	1	1.46116176273667	0.105309931004355	1
"86"	"S1R2_11"	"Lreu"	"S1R2"	"SDR12"	"11"	99.27147654	6	"Trehalose"	"R2"	0	0	1	1.46116176273667	0	1
"87"	"S1R2_11"	"Phis"	"S1R2"	"SDR12"	"11"	99.27147654	4	"Trehalose"	"R2"	0	0	1	1.46116176273667	0	1
"88"	"S1R2_11"	"Smit"	"S1R2"	"SDR12"	"11"	99.27147654	4	"Trehalose"	"R2"	0	0	1	1.46116176273667	0	1
"89"	"S1R2_11"	"Ssal"	"S1R2"	"SDR12"	"11"	99.27147654	6	"Trehalose"	"R2"	0.003729797	0.00292167431666667	1	1.46116176273667	0.00199955568998367	1
"90"	"S1R2_11"	"Vaty"	"S1R2"	"SDR12"	"11"	99.27147654	3	"Trehalose"	"R2"	0.83257356	1.304365244	1	1.46116176273667	0.892690513305661	1
"91"	"S1R2_13"	"Lcas"	"S1R2"	"SDR12"	"13"	117.5890837	5	"Trehalose"	"R2"	0.335267302	0.31515126388	1	1.35364414976333	0.232816921592798	1
"92"	"S1R2_13"	"Lreu"	"S1R2"	"SDR12"	"13"	117.5890837	6	"Trehalose"	"R2"	0	0	1	1.35364414976333	0	1
"93"	"S1R2_13"	"Phis"	"S1R2"	"SDR12"	"13"	117.5890837	4	"Trehalose"	"R2"	0	0	1	1.35364414976333	0	1
"94"	"S1R2_13"	"Smit"	"S1R2"	"SDR12"	"13"	117.5890837	4	"Trehalose"	"R2"	0	0	1	1.35364414976333	0	1
"95"	"S1R2_13"	"Ssal"	"S1R2"	"SDR12"	"13"	117.5890837	6	"Trehalose"	"R2"	0.003729797	0.00292167431666667	1	1.35364414976333	0.00215837693915161	1
"96"	"S1R2_13"	"Vaty"	"S1R2"	"SDR12"	"13"	117.5890837	3	"Trehalose"	"R2"	0.661002901	1.03557121156667	1	1.35364414976333	0.76502470146805	1
"97"	"S1R2_15"	"Lcas"	"S1R2"	"SDR12"	"15"	136.2409442	5	"Trehalose"	"R2"	0.214670535	0.2017903029	1.000000001	1.43116590793333	0.140997142107301	1
"98"	"S1R2_15"	"Lreu"	"S1R2"	"SDR12"	"15"	136.2409442	6	"Trehalose"	"R2"	0	0	1.000000001	1.43116590793333	0	1
"99"	"S1R2_15"	"Phis"	"S1R2"	"SDR12"	"15"	136.2409442	4	"Trehalose"	"R2"	0	0	1.000000001	1.43116590793333	0	1
"100"	"S1R2_15"	"Smit"	"S1R2"	"SDR12"	"15"	136.2409442	4	"Trehalose"	"R2"	0	0	1.000000001	1.43116590793333	0	1
"101"	"S1R2_15"	"Ssal"	"S1R2"	"SDR12"	"15"	136.2409442	6	"Trehalose"	"R2"	0.001243266	0.0009738917	1.000000001	1.43116590793333	0.000680488330948536	1
"102"	"S1R2_15"	"Vaty"	"S1R2"	"SDR12"	"15"	136.2409442	3	"Trehalose"	"R2"	0.7840862	1.22840171333333	1.000000001	1.43116590793333	0.858322369561751	1
"103"	"S1R2_18"	"Lcas"	"S1R2"	"SDR12"	"18"	161.3343489	5	"Trehalose"	"R2"	0.419394944	0.39423124736	1	1.30287194339333	0.302586335793849	1
"104"	"S1R2_18"	"Lreu"	"S1R2"	"SDR12"	"18"	161.3343489	6	"Trehalose"	"R2"	0	0	1	1.30287194339333	0	1
"105"	"S1R2_18"	"Phis"	"S1R2"	"SDR12"	"18"	161.3343489	4	"Trehalose"	"R2"	0	0	1	1.30287194339333	0	1
"106"	"S1R2_18"	"Smit"	"S1R2"	"SDR12"	"18"	161.3343489	4	"Trehalose"	"R2"	0	0	1	1.30287194339333	0	1
"107"	"S1R2_18"	"Ssal"	"S1R2"	"SDR12"	"18"	161.3343489	6	"Trehalose"	"R2"	0.001243266	0.0009738917	1	1.30287194339333	0.000747496102697167	1
"108"	"S1R2_18"	"Vaty"	"S1R2"	"SDR12"	"18"	161.3343489	3	"Trehalose"	"R2"	0.57936179	0.907666804333333	1	1.30287194339333	0.696666168103454	1
"109"	"S1R2_3"	"Lcas"	"S1R2"	"SDR12"	"3"	26.37072414	5	"Trehalose"	"R2"	0.588479072	0.55317032768	1	1.11754040607167	0.494989107037733	1
"110"	"S1R2_3"	"Lreu"	"S1R2"	"SDR12"	"3"	26.37072414	6	"Trehalose"	"R2"	0	0	1	1.11754040607167	0	1
"111"	"S1R2_3"	"Phis"	"S1R2"	"SDR12"	"3"	26.37072414	4	"Trehalose"	"R2"	0.000414422	0.00048694585	1	1.11754040607167	0.000435729972137377	1
"112"	"S1R2_3"	"Smit"	"S1R2"	"SDR12"	"3"	26.37072414	4	"Trehalose"	"R2"	0.003315375	0.003895565625	1	1.11754040607167	0.00348583872568289	1
"113"	"S1R2_3"	"Ssal"	"S1R2"	"SDR12"	"3"	26.37072414	6	"Trehalose"	"R2"	0.100704517	0.0788852049833333	1	1.11754040607167	0.0705882351588767	1
"114"	"S1R2_3"	"Vaty"	"S1R2"	"SDR12"	"3"	26.37072414	3	"Trehalose"	"R2"	0.307086614	0.481102361933333	1	1.11754040607167	0.43050108910557	1
"115"	"S1R2_6"	"Lcas"	"S1R2"	"SDR12"	"6"	54.89185808	5	"Trehalose"	"R2"	0.794446747	0.74677994218	1	0.986681862013333	0.756859906856085	1
"116"	"S1R2_6"	"Lreu"	"S1R2"	"SDR12"	"6"	54.89185808	6	"Trehalose"	"R2"	0.001657688	0.00129852226666667	1	0.986681862013333	0.00131604959679407	1
"117"	"S1R2_6"	"Phis"	"S1R2"	"SDR12"	"6"	54.89185808	4	"Trehalose"	"R2"	0	0	1	0.986681862013333	0	1
"118"	"S1R2_6"	"Smit"	"S1R2"	"SDR12"	"6"	54.89185808	4	"Trehalose"	"R2"	0	0	1	0.986681862013333	0	1
"119"	"S1R2_6"	"Ssal"	"S1R2"	"SDR12"	"6"	54.89185808	6	"Trehalose"	"R2"	0.103191048	0.0808329876	1	0.986681862013333	0.0819240635832299	1
"120"	"S1R2_6"	"Vaty"	"S1R2"	"SDR12"	"6"	54.89185808	3	"Trehalose"	"R2"	0.100704517	0.157770409966667	1	0.986681862013333	0.159899979963891	1
"121"	"S1R2_7"	"Lcas"	"S1R2"	"SDR12"	"7"	64.02913808	5	"Trehalose"	"R2"	0.506423539	0.47603812666	0.999999999	1.20385964797667	0.395426599321673	1
"122"	"S1R2_7"	"Lreu"	"S1R2"	"SDR12"	"7"	64.02913808	6	"Trehalose"	"R2"	0.002486531	0.00194778261666667	0.999999999	1.20385964797667	0.00161794825496503	1
"123"	"S1R2_7"	"Phis"	"S1R2"	"SDR12"	"7"	64.02913808	4	"Trehalose"	"R2"	0	0	0.999999999	1.20385964797667	0	1
"124"	"S1R2_7"	"Smit"	"S1R2"	"SDR12"	"7"	64.02913808	4	"Trehalose"	"R2"	0	0	0.999999999	1.20385964797667	0	1
"125"	"S1R2_7"	"Ssal"	"S1R2"	"SDR12"	"7"	64.02913808	6	"Trehalose"	"R2"	0.055532532	0.0435004834	0.999999999	1.20385964797667	0.0361341818152236	1
"126"	"S1R2_7"	"Vaty"	"S1R2"	"SDR12"	"7"	64.02913808	3	"Trehalose"	"R2"	0.435557397	0.6823732553	0.999999999	1.20385964797667	0.566821270608138	1
"127"	"S1R2_9"	"Lcas"	"S1R2"	"SDR12"	"9"	81.5661227	5	"Trehalose"	"R2"	0.570244509	0.53602983846	1	1.18496615557667	0.452358774921415	1
"128"	"S1R2_9"	"Lreu"	"S1R2"	"SDR12"	"9"	81.5661227	6	"Trehalose"	"R2"	0	0	1	1.18496615557667	0	1
"129"	"S1R2_9"	"Phis"	"S1R2"	"SDR12"	"9"	81.5661227	4	"Trehalose"	"R2"	0	0	1	1.18496615557667	0	1
"130"	"S1R2_9"	"Smit"	"S1R2"	"SDR12"	"9"	81.5661227	4	"Trehalose"	"R2"	0	0	1	1.18496615557667	0	1
"131"	"S1R2_9"	"Ssal"	"S1R2"	"SDR12"	"9"	81.5661227	6	"Trehalose"	"R2"	0.031081641	0.02434728545	1	1.18496615557667	0.0205468192786918	1
"132"	"S1R2_9"	"Vaty"	"S1R2"	"SDR12"	"9"	81.5661227	3	"Trehalose"	"R2"	0.39867385	0.624589031666667	1	1.18496615557667	0.527094405799893	1
"133"	"S1R2_takedown"	"Lcas"	"S1R2"	"SDR12"	"takedown"	170.7303489	5	"Trehalose"	"R2"	0.37670949	0.3541069206	1	1.258040475375	0.281474982348598	1
"134"	"S1R2_takedown"	"Lreu"	"S1R2"	"SDR12"	"takedown"	170.7303489	6	"Trehalose"	"R2"	0.000414422	0.000324630566666667	1	1.258040475375	0.000258044612252956	1
"135"	"S1R2_takedown"	"Phis"	"S1R2"	"SDR12"	"takedown"	170.7303489	4	"Trehalose"	"R2"	0	0	1	1.258040475375	0	1
"136"	"S1R2_takedown"	"Smit"	"S1R2"	"SDR12"	"takedown"	170.7303489	4	"Trehalose"	"R2"	0.002900953	0.003408619775	1	1.258040475375	0.00270946749466383	1
"137"	"S1R2_takedown"	"Ssal"	"S1R2"	"SDR12"	"takedown"	170.7303489	6	"Trehalose"	"R2"	0.090758392	0.0710940737333333	1	1.258040475375	0.0565117538941992	1
"138"	"S1R2_takedown"	"Vaty"	"S1R2"	"SDR12"	"takedown"	170.7303489	3	"Trehalose"	"R2"	0.529216743	0.8291062307	1	1.258040475375	0.659045751650286	1
"139"	"S1R3_0"	"Lcas"	"S1R3"	"SDR12"	"0"	0.603870968	5	"Trehalose"	"R3"	0.185661003	0.17452134282	1	1.00525072517833	0.173609765652285	1
"140"	"S1R3_0"	"Lreu"	"S1R3"	"SDR12"	"0"	0.603870968	6	"Trehalose"	"R3"	0.009117281	0.00714187011666667	1	1.00525072517833	0.00710456599312543	1
"141"	"S1R3_0"	"Phis"	"S1R3"	"SDR12"	"0"	0.603870968	4	"Trehalose"	"R3"	0.341069208	0.4007563194	1	1.00525072517833	0.398663049289425	1
"142"	"S1R3_0"	"Smit"	"S1R3"	"SDR12"	"0"	0.603870968	4	"Trehalose"	"R3"	0.144633237	0.169944053475	1	1.00525072517833	0.169056384858466	1
"143"	"S1R3_0"	"Ssal"	"S1R3"	"SDR12"	"0"	0.603870968	6	"Trehalose"	"R3"	0.316203896	0.247693051866667	1	1.00525072517833	0.246399276979109	1
"144"	"S1R3_0"	"Vaty"	"S1R3"	"SDR12"	"0"	0.603870968	3	"Trehalose"	"R3"	0.003315375	0.0051940875	1	1.00525072517833	0.00516695722758972	1
"145"	"S1R3_11"	"Lcas"	"S1R3"	"SDR12"	"11"	99.1954014	5	"Trehalose"	"R3"	0.497306258	0.46746788252	1	1.25323594432	0.373008677766297	1
"146"	"S1R3_11"	"Lreu"	"S1R3"	"SDR12"	"11"	99.1954014	6	"Trehalose"	"R3"	0	0	1	1.25323594432	0	1
"147"	"S1R3_11"	"Phis"	"S1R3"	"SDR12"	"11"	99.1954014	4	"Trehalose"	"R3"	0	0	1	1.25323594432	0	1
"148"	"S1R3_11"	"Smit"	"S1R3"	"SDR12"	"11"	99.1954014	4	"Trehalose"	"R3"	0.000414422	0.00048694585	1	1.25323594432	0.000388550816952681	1
"149"	"S1R3_11"	"Ssal"	"S1R3"	"SDR12"	"11"	99.1954014	6	"Trehalose"	"R3"	0.002072109	0.00162315205	1	1.25323594432	0.0012951687647937	1
"150"	"S1R3_11"	"Vaty"	"S1R3"	"SDR12"	"11"	99.1954014	3	"Trehalose"	"R3"	0.500207211	0.7836579639	1	1.25323594432	0.625307602651956	1
"151"	"S1R3_13"	"Lcas"	"S1R3"	"SDR12"	"13"	117.6320853	5	"Trehalose"	"R3"	0.753833402	0.70860339788	1	1.09329050971333	0.648138250158048	1
"152"	"S1R3_13"	"Lreu"	"S1R3"	"SDR12"	"13"	117.6320853	6	"Trehalose"	"R3"	0	0	1	1.09329050971333	0	1
"153"	"S1R3_13"	"Phis"	"S1R3"	"SDR12"	"13"	117.6320853	4	"Trehalose"	"R3"	0	0	1	1.09329050971333	0	1
"154"	"S1R3_13"	"Smit"	"S1R3"	"SDR12"	"13"	117.6320853	4	"Trehalose"	"R3"	0	0	1	1.09329050971333	0	1
"155"	"S1R3_13"	"Ssal"	"S1R3"	"SDR12"	"13"	117.6320853	6	"Trehalose"	"R3"	0.001243266	0.0009738917	1	1.09329050971333	0.000890789494052555	1
"156"	"S1R3_13"	"Vaty"	"S1R3"	"SDR12"	"13"	117.6320853	3	"Trehalose"	"R3"	0.244923332	0.383713220133333	1	1.09329050971333	0.3509709603479	1
"157"	"S1R3_15"	"Lcas"	"S1R3"	"SDR12"	"15"	136.0289722	5	"Trehalose"	"R3"	0.033568172	0.03155408168	1	1.54173504619667	0.0204666046593682	1
"158"	"S1R3_15"	"Lreu"	"S1R3"	"SDR12"	"15"	136.0289722	6	"Trehalose"	"R3"	0	0	1	1.54173504619667	0	1
"159"	"S1R3_15"	"Phis"	"S1R3"	"SDR12"	"15"	136.0289722	4	"Trehalose"	"R3"	0	0	1	1.54173504619667	0	1
"160"	"S1R3_15"	"Smit"	"S1R3"	"SDR12"	"15"	136.0289722	4	"Trehalose"	"R3"	0	0	1	1.54173504619667	0	1
"161"	"S1R3_15"	"Ssal"	"S1R3"	"SDR12"	"15"	136.0289722	6	"Trehalose"	"R3"	0.004973063	0.00389556601666667	1	1.54173504619667	0.00252674156060518	1
"162"	"S1R3_15"	"Vaty"	"S1R3"	"SDR12"	"15"	136.0289722	3	"Trehalose"	"R3"	0.961458765	1.5062853985	1	1.54173504619667	0.977006653780027	1
"163"	"S1R3_18"	"Lcas"	"S1R3"	"SDR12"	"18"	158.2378631	5	"Trehalose"	"R3"	0.90095317	0.8468959798	1	1.00142008566667	0.845695020423126	1
"164"	"S1R3_18"	"Lreu"	"S1R3"	"SDR12"	"18"	158.2378631	6	"Trehalose"	"R3"	0	0	1	1.00142008566667	0	1
"165"	"S1R3_18"	"Phis"	"S1R3"	"SDR12"	"18"	158.2378631	4	"Trehalose"	"R3"	0	0	1	1.00142008566667	0	1
"166"	"S1R3_18"	"Smit"	"S1R3"	"SDR12"	"18"	158.2378631	4	"Trehalose"	"R3"	0	0	1	1.00142008566667	0	1
"167"	"S1R3_18"	"Ssal"	"S1R3"	"SDR12"	"18"	158.2378631	6	"Trehalose"	"R3"	0.000828844	0.000649261133333333	1	1.00142008566667	0.000648340434375357	1
"168"	"S1R3_18"	"Vaty"	"S1R3"	"SDR12"	"18"	158.2378631	3	"Trehalose"	"R3"	0.098217986	0.153874844733333	1	1.00142008566667	0.153656639142499	1
"169"	"S1R3_3"	"Lcas"	"S1R3"	"SDR12"	"3"	27.35347542	5	"Trehalose"	"R3"	0.566514712	0.53252382928	1	1.03326633501333	0.515379056913848	1
"170"	"S1R3_3"	"Lreu"	"S1R3"	"SDR12"	"3"	27.35347542	6	"Trehalose"	"R3"	0	0	1	1.03326633501333	0	1
"171"	"S1R3_3"	"Phis"	"S1R3"	"SDR12"	"3"	27.35347542	4	"Trehalose"	"R3"	0	0	1	1.03326633501333	0	1
"172"	"S1R3_3"	"Smit"	"S1R3"	"SDR12"	"3"	27.35347542	4	"Trehalose"	"R3"	0.007874016	0.0092519688	1	1.03326633501333	0.00895409875120011	1
"173"	"S1R3_3"	"Ssal"	"S1R3"	"SDR12"	"3"	27.35347542	6	"Trehalose"	"R3"	0.223787816	0.175300455866667	1	1.03326633501333	0.169656602490978	1
"174"	"S1R3_3"	"Vaty"	"S1R3"	"SDR12"	"3"	27.35347542	3	"Trehalose"	"R3"	0.201823456	0.316190081066667	1	1.03326633501333	0.306010241843974	1
"175"	"S1R3_6"	"Lcas"	"S1R3"	"SDR12"	"6"	54.65159554	5	"Trehalose"	"R3"	0.418980522	0.39384169068	1	0.935974582305	0.420782463675559	1
"176"	"S1R3_6"	"Lreu"	"S1R3"	"SDR12"	"6"	54.65159554	6	"Trehalose"	"R3"	0.000828844	0.000649261133333333	1	0.935974582305	0.000693673894150432	1
"177"	"S1R3_6"	"Phis"	"S1R3"	"SDR12"	"6"	54.65159554	4	"Trehalose"	"R3"	0	0	1	0.935974582305	0	1
"178"	"S1R3_6"	"Smit"	"S1R3"	"SDR12"	"6"	54.65159554	4	"Trehalose"	"R3"	0.016576875	0.019477828125	1	0.935974582305	0.0208102105476331	1
"179"	"S1R3_6"	"Ssal"	"S1R3"	"SDR12"	"6"	54.65159554	6	"Trehalose"	"R3"	0.460837132	0.360989086733333	1	0.935974582305	0.385682574674555	1
"180"	"S1R3_6"	"Vaty"	"S1R3"	"SDR12"	"6"	54.65159554	3	"Trehalose"	"R3"	0.102776627	0.161016715633333	1	0.935974582305	0.172031077208103	1
"181"	"S1R3_7"	"Lcas"	"S1R3"	"SDR12"	"7"	63.3465478	5	"Trehalose"	"R3"	0.877745545	0.8250808123	1	0.967918220508333	0.85242822670151	1
"182"	"S1R3_7"	"Lreu"	"S1R3"	"SDR12"	"7"	63.3465478	6	"Trehalose"	"R3"	0.000828844	0.000649261133333333	1	0.967918220508333	0.000670780980848106	1
"183"	"S1R3_7"	"Phis"	"S1R3"	"SDR12"	"7"	63.3465478	4	"Trehalose"	"R3"	0	0	1	0.967918220508333	0	1
"184"	"S1R3_7"	"Smit"	"S1R3"	"SDR12"	"7"	63.3465478	4	"Trehalose"	"R3"	0.010774969	0.012660588575	1	0.967918220508333	0.0130802254847015	1
"185"	"S1R3_7"	"Ssal"	"S1R3"	"SDR12"	"7"	63.3465478	6	"Trehalose"	"R3"	0.055946954	0.0438251139666667	1	0.967918220508333	0.0452777032584948	1
"186"	"S1R3_7"	"Vaty"	"S1R3"	"SDR12"	"7"	63.3465478	3	"Trehalose"	"R3"	0.054703688	0.0857024445333333	1	0.967918220508333	0.0885430635744453	1
"187"	"S1R3_9"	"Lcas"	"S1R3"	"SDR12"	"9"	81.2007612	5	"Trehalose"	"R3"	0.66970576	0.6295234144	1	1.13789473688333	0.553235193023434	1
"188"	"S1R3_9"	"Lreu"	"S1R3"	"SDR12"	"9"	81.2007612	6	"Trehalose"	"R3"	0.000414422	0.000324630566666667	1	1.13789473688333	0.00028529050723604	1
