""	"samplename"	"strain"	"sample"	"experiment"	"time"	"generation"	"CN"	"Sugar"	"reactorname"	"fraction"	"correctedfraction"	"sum"	"correctedsum"	"correctedfraction2"	"correctedsum2"
"189"	"S1R3_9"	"Phis"	"S1R3"	"SDR12"	"9"	81.2007612	4	"Trehalose"	"R3"	0	0	1	1.13789473688333	0	1
"190"	"S1R3_9"	"Smit"	"S1R3"	"SDR12"	"9"	81.2007612	4	"Trehalose"	"R3"	0.000828844	0.0009738917	1	1.13789473688333	0.000855871521708121	1
"191"	"S1R3_9"	"Ssal"	"S1R3"	"SDR12"	"9"	81.2007612	6	"Trehalose"	"R3"	0.010774969	0.00844039238333333	1	1.13789473688333	0.00741755112291965	1
"192"	"S1R3_9"	"Vaty"	"S1R3"	"SDR12"	"9"	81.2007612	3	"Trehalose"	"R3"	0.318276005	0.498632407833333	1	1.13789473688333	0.438206093824703	1
"193"	"S1R3_takedown"	"Lcas"	"S1R3"	"SDR12"	"takedown"	168.3298631	5	"Trehalose"	"R3"	0.556154165	0.5227849151	1	1.20256112743333	0.434726271433534	1
"194"	"S1R3_takedown"	"Lreu"	"S1R3"	"SDR12"	"takedown"	168.3298631	6	"Trehalose"	"R3"	0	0	1	1.20256112743333	0	1
"195"	"S1R3_takedown"	"Phis"	"S1R3"	"SDR12"	"takedown"	168.3298631	4	"Trehalose"	"R3"	0	0	1	1.20256112743333	0	1
"196"	"S1R3_takedown"	"Smit"	"S1R3"	"SDR12"	"takedown"	168.3298631	4	"Trehalose"	"R3"	0	0	1	1.20256112743333	0	1
"197"	"S1R3_takedown"	"Ssal"	"S1R3"	"SDR12"	"takedown"	168.3298631	6	"Trehalose"	"R3"	0.01989225	0.0155822625	1	1.20256112743333	0.0129575637732925	1
"198"	"S1R3_takedown"	"Vaty"	"S1R3"	"SDR12"	"takedown"	168.3298631	3	"Trehalose"	"R3"	0.423953585	0.664193949833333	1	1.20256112743333	0.552316164793173	1
"199"	"S1R4_0"	"Lcas"	"S1R4"	"SDR12"	"0"	0.468	5	"Trehalose"	"R4"	0.282635723	0.26567757962	1.000000001	1.03781116271167	0.255997997676011	1
"200"	"S1R4_0"	"Lreu"	"S1R4"	"SDR12"	"0"	0.468	6	"Trehalose"	"R4"	0.00870286	0.00681724033333333	1.000000001	1.03781116271167	0.00656886394970041	1
"201"	"S1R4_0"	"Phis"	"S1R4"	"SDR12"	"0"	0.468	4	"Trehalose"	"R4"	0.427683382	0.50252797385	1.000000001	1.03781116271167	0.484219087157397	1
"202"	"S1R4_0"	"Smit"	"S1R4"	"SDR12"	"0"	0.468	4	"Trehalose"	"R4"	0.108164111	0.127092830425	1.000000001	1.03781116271167	0.122462385250244	1
"203"	"S1R4_0"	"Ssal"	"S1R4"	"SDR12"	"0"	0.468	6	"Trehalose"	"R4"	0.172399503	0.13504627735	1.000000001	1.03781116271167	0.130126059732429	1
"204"	"S1R4_0"	"Vaty"	"S1R4"	"SDR12"	"0"	0.468	3	"Trehalose"	"R4"	0.000414422	0.000649261133333333	1.000000001	1.03781116271167	0.000625606234217888	1
"205"	"S1R4_11"	"Lcas"	"S1R4"	"SDR12"	"11"	96.22776913	5	"Trehalose"	"R4"	0.680895151	0.64004144194	1	1.098419670865	0.58269298968032	1
"206"	"S1R4_11"	"Lreu"	"S1R4"	"SDR12"	"11"	96.22776913	6	"Trehalose"	"R4"	0.004558641	0.00357093545	1	1.098419670865	0.00325097551028734	1
"207"	"S1R4_11"	"Phis"	"S1R4"	"SDR12"	"11"	96.22776913	4	"Trehalose"	"R4"	0.000828844	0.0009738917	1	1.098419670865	0.00088662987911812	1
"208"	"S1R4_11"	"Smit"	"S1R4"	"SDR12"	"11"	96.22776913	4	"Trehalose"	"R4"	0.016576875	0.019477828125	1	1.098419670865	0.0177325922337692	1
"209"	"S1R4_11"	"Ssal"	"S1R4"	"SDR12"	"11"	96.22776913	6	"Trehalose"	"R4"	0.039784501	0.0311645257833333	1	1.098419670865	0.0283721482871765	1
"210"	"S1R4_11"	"Vaty"	"S1R4"	"SDR12"	"11"	96.22776913	3	"Trehalose"	"R4"	0.257355988	0.403191047866667	1	1.098419670865	0.367064664409329	1
"211"	"S1R4_13"	"Lcas"	"S1R4"	"SDR12"	"13"	114.255367	5	"Trehalose"	"R4"	0.918358889	0.86325735566	1	0.983857577101667	0.87742105742892	1
"212"	"S1R4_13"	"Lreu"	"S1R4"	"SDR12"	"13"	114.255367	6	"Trehalose"	"R4"	0.002486531	0.00194778261666667	1	0.983857577101667	0.00197974042381684	1
"213"	"S1R4_13"	"Phis"	"S1R4"	"SDR12"	"13"	114.255367	4	"Trehalose"	"R4"	0	0	1	0.983857577101667	0	1
"214"	"S1R4_13"	"Smit"	"S1R4"	"SDR12"	"13"	114.255367	4	"Trehalose"	"R4"	0.003729797	0.004382511475	1	0.983857577101667	0.00445441655072717	1
"215"	"S1R4_13"	"Ssal"	"S1R4"	"SDR12"	"13"	114.255367	6	"Trehalose"	"R4"	0.004973063	0.00389556601666667	1	0.983857577101667	0.00395948164381939	1
"216"	"S1R4_13"	"Vaty"	"S1R4"	"SDR12"	"13"	114.255367	3	"Trehalose"	"R4"	0.07045172	0.110374361333333	1	0.983857577101667	0.112185303952716	1
"217"	"S1R4_15"	"Lcas"	"S1R4"	"SDR12"	"15"	132.1957422	5	"Trehalose"	"R4"	0.897223373	0.84338997062	0.999999999	0.998563336445	0.844603381516655	1
"218"	"S1R4_15"	"Lreu"	"S1R4"	"SDR12"	"15"	132.1957422	6	"Trehalose"	"R4"	0.002486531	0.00194778261666667	0.999999999	0.998563336445	0.00195058495097667	1
"219"	"S1R4_15"	"Phis"	"S1R4"	"SDR12"	"15"	132.1957422	4	"Trehalose"	"R4"	0	0	0.999999999	0.998563336445	0	1
"220"	"S1R4_15"	"Smit"	"S1R4"	"SDR12"	"15"	132.1957422	4	"Trehalose"	"R4"	0.002486531	0.002921673925	0.999999999	0.998563336445	0.002925877426465	1
"221"	"S1R4_15"	"Ssal"	"S1R4"	"SDR12"	"15"	132.1957422	6	"Trehalose"	"R4"	0.003729797	0.00292167431666667	0.999999999	0.998563336445	0.00292587781869517	1
"222"	"S1R4_15"	"Vaty"	"S1R4"	"SDR12"	"15"	132.1957422	3	"Trehalose"	"R4"	0.094073767	0.147382234966667	0.999999999	0.998563336445	0.147594278287208	1
"223"	"S1R4_18"	"Lcas"	"S1R4"	"SDR12"	"18"	155.3682755	5	"Trehalose"	"R4"	0.92291753	0.8675424782	1.000000001	0.987006493833333	0.878963293170079	1
"224"	"S1R4_18"	"Lreu"	"S1R4"	"SDR12"	"18"	155.3682755	6	"Trehalose"	"R4"	0.000828844	0.000649261133333333	1.000000001	0.987006493833333	0.000657808370451277	1
"225"	"S1R4_18"	"Phis"	"S1R4"	"SDR12"	"18"	155.3682755	4	"Trehalose"	"R4"	0	0	1.000000001	0.987006493833333	0	1
"226"	"S1R4_18"	"Smit"	"S1R4"	"SDR12"	"18"	155.3682755	4	"Trehalose"	"R4"	0.000828844	0.0009738917	1.000000001	0.987006493833333	0.000986712555676916	1
"227"	"S1R4_18"	"Ssal"	"S1R4"	"SDR12"	"18"	155.3682755	6	"Trehalose"	"R4"	0.000414422	0.000324630566666667	1.000000001	0.987006493833333	0.000328904185225638	1
"228"	"S1R4_18"	"Vaty"	"S1R4"	"SDR12"	"18"	155.3682755	3	"Trehalose"	"R4"	0.075010361	0.117516232233333	1.000000001	0.987006493833333	0.119063281718567	1
"229"	"S1R4_3"	"Lcas"	"S1R4"	"SDR12"	"3"	25.05936207	5	"Trehalose"	"R4"	0.642353916	0.60381268104	1	0.982169498781667	0.614774417031887	1
"230"	"S1R4_3"	"Lreu"	"S1R4"	"SDR12"	"3"	25.05936207	6	"Trehalose"	"R4"	0	0	1	0.982169498781667	0	1
"231"	"S1R4_3"	"Phis"	"S1R4"	"SDR12"	"3"	25.05936207	4	"Trehalose"	"R4"	0.000828844	0.0009738917	1	0.982169498781667	0.00099157192440619	1
"232"	"S1R4_3"	"Smit"	"S1R4"	"SDR12"	"3"	25.05936207	4	"Trehalose"	"R4"	0.002072109	0.002434728075	1	0.982169498781667	0.00247892861468429	1
"233"	"S1R4_3"	"Ssal"	"S1R4"	"SDR12"	"3"	25.05936207	6	"Trehalose"	"R4"	0.230832988	0.180819173933333	1	0.982169498781667	0.184101801326177	1
"234"	"S1R4_3"	"Vaty"	"S1R4"	"SDR12"	"3"	25.05936207	3	"Trehalose"	"R4"	0.123912143	0.194129024033333	1	0.982169498781667	0.197653281102845	1
"235"	"S1R4_6"	"Lcas"	"S1R4"	"SDR12"	"6"	52.35143066	5	"Trehalose"	"R4"	0.577289681	0.54265230014	1	0.97700787379	0.555422647757124	1
"236"	"S1R4_6"	"Lreu"	"S1R4"	"SDR12"	"6"	52.35143066	6	"Trehalose"	"R4"	0	0	1	0.97700787379	0	1
"237"	"S1R4_6"	"Phis"	"S1R4"	"SDR12"	"6"	52.35143066	4	"Trehalose"	"R4"	0	0	1	0.97700787379	0	1
"238"	"S1R4_6"	"Smit"	"S1R4"	"SDR12"	"6"	52.35143066	4	"Trehalose"	"R4"	0.007459594	0.00876502295	1	0.97700787379	0.00897129202858806	1
"239"	"S1R4_6"	"Ssal"	"S1R4"	"SDR12"	"6"	52.35143066	6	"Trehalose"	"R4"	0.287194364	0.224968918466667	1	0.97700787379	0.230263158058255	1
"240"	"S1R4_6"	"Vaty"	"S1R4"	"SDR12"	"6"	52.35143066	3	"Trehalose"	"R4"	0.128056361	0.200621632233333	1	0.97700787379	0.205342902156033	1
"241"	"S1R4_7"	"Lcas"	"S1R4"	"SDR12"	"7"	60.91823066	5	"Trehalose"	"R4"	0.33029424	0.3104765856	1	1.161333056825	0.267344999589369	1
"242"	"S1R4_7"	"Lreu"	"S1R4"	"SDR12"	"7"	60.91823066	6	"Trehalose"	"R4"	0	0	1	1.161333056825	0	1
"243"	"S1R4_7"	"Phis"	"S1R4"	"SDR12"	"7"	60.91823066	4	"Trehalose"	"R4"	0	0	1	1.161333056825	0	1
"244"	"S1R4_7"	"Smit"	"S1R4"	"SDR12"	"7"	60.91823066	4	"Trehalose"	"R4"	0.003315375	0.003895565625	1	1.161333056825	0.00335439140572662	1
"245"	"S1R4_7"	"Ssal"	"S1R4"	"SDR12"	"7"	60.91823066	6	"Trehalose"	"R4"	0.251554082	0.197050697566667	1	1.161333056825	0.169676301220073	1
"246"	"S1R4_7"	"Vaty"	"S1R4"	"SDR12"	"7"	60.91823066	3	"Trehalose"	"R4"	0.414836303	0.649910208033333	1	1.161333056825	0.559624307784832	1
"247"	"S1R4_9"	"Lcas"	"S1R4"	"SDR12"	"9"	78.48401528	5	"Trehalose"	"R4"	0.689183589	0.64783257366	1.000000001	1.05394529741	0.614673812058373	1
"248"	"S1R4_9"	"Lreu"	"S1R4"	"SDR12"	"9"	78.48401528	6	"Trehalose"	"R4"	0.004144219	0.00324630488333333	1.000000001	1.05394529741	0.00308014551733464	1
"249"	"S1R4_9"	"Phis"	"S1R4"	"SDR12"	"9"	78.48401528	4	"Trehalose"	"R4"	0	0	1.000000001	1.05394529741	0	1
"250"	"S1R4_9"	"Smit"	"S1R4"	"SDR12"	"9"	78.48401528	4	"Trehalose"	"R4"	0.00663075	0.00779113125	1.000000001	1.05394529741	0.00739234879565968	1
"251"	"S1R4_9"	"Ssal"	"S1R4"	"SDR12"	"9"	78.48401528	6	"Trehalose"	"R4"	0.095731455	0.07498963975	1.000000001	1.05394529741	0.0711513585517977	1
"252"	"S1R4_9"	"Vaty"	"S1R4"	"SDR12"	"9"	78.48401528	3	"Trehalose"	"R4"	0.204309988	0.320085647866667	1.000000001	1.05394529741	0.303702335076835	1
"253"	"S1R4_takedown"	"Lcas"	"S1R4"	"SDR12"	"takedown"	166.6434755	5	"Trehalose"	"R4"	0.979693328	0.92091172832	1.000000001	0.947206797561667	0.972239357541187	1
"254"	"S1R4_takedown"	"Lreu"	"S1R4"	"SDR12"	"takedown"	166.6434755	6	"Trehalose"	"R4"	0.000414422	0.000324630566666667	1.000000001	0.947206797561667	0.000342724067756209	1
"255"	"S1R4_takedown"	"Phis"	"S1R4"	"SDR12"	"takedown"	166.6434755	4	"Trehalose"	"R4"	0	0	1.000000001	0.947206797561667	0	1
"256"	"S1R4_takedown"	"Smit"	"S1R4"	"SDR12"	"takedown"	166.6434755	4	"Trehalose"	"R4"	0.003315375	0.003895565625	1.000000001	0.947206797561667	0.0041126875725851	1
"257"	"S1R4_takedown"	"Ssal"	"S1R4"	"SDR12"	"takedown"	166.6434755	6	"Trehalose"	"R4"	0.004973063	0.00389556601666667	1.000000001	0.947206797561667	0.00411268798608157	1
"258"	"S1R4_takedown"	"Vaty"	"S1R4"	"SDR12"	"takedown"	166.6434755	3	"Trehalose"	"R4"	0.011603813	0.0181793070333333	1.000000001	0.947206797561667	0.0191925428323901	1
"259"	"S2R1_0"	"Lcas"	"S2R1"	"SDR12"	"0"	0.375652174	5	"Sucrose"	"R1"	0.076253626	0.07167840844	0.999999999	1.15480798353167	0.0620695470261567	1
"260"	"S2R1_0"	"Lreu"	"S2R1"	"SDR12"	"0"	0.375652174	6	"Sucrose"	"R1"	0.002072109	0.00162315205	0.999999999	1.15480798353167	0.00140556012181006	1
"261"	"S2R1_0"	"Phis"	"S2R1"	"SDR12"	"0"	0.375652174	4	"Sucrose"	"R1"	0.917944467	1.078584748725	0.999999999	1.15480798353167	0.933994884090116	1
"262"	"S2R1_0"	"Smit"	"S2R1"	"SDR12"	"0"	0.375652174	4	"Sucrose"	"R1"	0	0	0.999999999	1.15480798353167	0	1
"263"	"S2R1_0"	"Ssal"	"S2R1"	"SDR12"	"0"	0.375652174	6	"Sucrose"	"R1"	0.003729797	0.00292167431666667	0.999999999	1.15480798353167	0.00253000876191687	1
"264"	"S2R1_0"	"Vaty"	"S2R1"	"SDR12"	"0"	0.375652174	3	"Sucrose"	"R1"	0	0	0.999999999	1.15480798353167	0	1
"265"	"S2R1_11"	"Lcas"	"S2R1"	"SDR12"	"11"	92.45333132	5	"Sucrose"	"R1"	0.680480729	0.63965188526	1	1.05290647912667	0.607510636453258	1
"266"	"S2R1_11"	"Lreu"	"S2R1"	"SDR12"	"11"	92.45333132	6	"Sucrose"	"R1"	0.017405719	0.0136344798833333	1	1.05290647912667	0.0129493740931697	1
"267"	"S2R1_11"	"Phis"	"S2R1"	"SDR12"	"11"	92.45333132	4	"Sucrose"	"R1"	0	0	1	1.05290647912667	0	1
"268"	"S2R1_11"	"Smit"	"S2R1"	"SDR12"	"11"	92.45333132	4	"Sucrose"	"R1"	0	0	1	1.05290647912667	0	1
"269"	"S2R1_11"	"Ssal"	"S2R1"	"SDR12"	"11"	92.45333132	6	"Sucrose"	"R1"	0.094073767	0.0736911174833333	1	1.05290647912667	0.0699882838069877	1
"270"	"S2R1_11"	"Vaty"	"S2R1"	"SDR12"	"11"	92.45333132	3	"Sucrose"	"R1"	0.208039785	0.3259289965	1	1.05290647912667	0.309551705646585	1
"271"	"S2R1_13"	"Lcas"	"S2R1"	"SDR12"	"13"	109.8614656	5	"Sucrose"	"R1"	0.975134687	0.91662660578	0.999999999	0.951686696013333	0.963160050066685	1
"272"	"S2R1_13"	"Lreu"	"S2R1"	"SDR12"	"13"	109.8614656	6	"Sucrose"	"R1"	0.002486531	0.00194778261666667	0.999999999	0.951686696013333	0.00204666370227306	1
"273"	"S2R1_13"	"Phis"	"S2R1"	"SDR12"	"13"	109.8614656	4	"Sucrose"	"R1"	0	0	0.999999999	0.951686696013333	0	1
"274"	"S2R1_13"	"Smit"	"S2R1"	"SDR12"	"13"	109.8614656	4	"Sucrose"	"R1"	0	0	0.999999999	0.951686696013333	0	1
"275"	"S2R1_13"	"Ssal"	"S2R1"	"SDR12"	"13"	109.8614656	6	"Sucrose"	"R1"	0.002486531	0.00194778261666667	0.999999999	0.951686696013333	0.00204666370227306	1
"276"	"S2R1_13"	"Vaty"	"S2R1"	"SDR12"	"13"	109.8614656	3	"Sucrose"	"R1"	0.01989225	0.031164525	0.999999999	0.951686696013333	0.032746622528769	1
"277"	"S2R1_15"	"Lcas"	"S2R1"	"SDR12"	"15"	127.6269689	5	"Sucrose"	"R1"	0.937836718	0.88156651492	1.000000001	0.970839895686667	0.908045207903694	1
"278"	"S2R1_15"	"Lreu"	"S2R1"	"SDR12"	"15"	127.6269689	6	"Sucrose"	"R1"	0.001657688	0.00129852226666667	1.000000001	0.970839895686667	0.00133752462423089	1
"279"	"S2R1_15"	"Phis"	"S2R1"	"SDR12"	"15"	127.6269689	4	"Sucrose"	"R1"	0	0	1.000000001	0.970839895686667	0	1
"280"	"S2R1_15"	"Smit"	"S2R1"	"SDR12"	"15"	127.6269689	4	"Sucrose"	"R1"	0	0	1.000000001	0.970839895686667	0	1
"281"	"S2R1_15"	"Ssal"	"S2R1"	"SDR12"	"15"	127.6269689	6	"Sucrose"	"R1"	0.00870286	0.00681724033333333	1.000000001	0.970839895686667	0.00702200266348918	1
"282"	"S2R1_15"	"Vaty"	"S2R1"	"SDR12"	"15"	127.6269689	3	"Sucrose"	"R1"	0.051802735	0.0811576181666667	1.000000001	0.970839895686667	0.0835952648085858	1
"283"	"S2R1_18"	"Lcas"	"S2R1"	"SDR12"	"18"	158.1193724	5	"Sucrose"	"R1"	0.241193535	0.2267219229	1	1.04089515145	0.217814371201719	1
"284"	"S2R1_18"	"Lreu"	"S2R1"	"SDR12"	"18"	158.1193724	6	"Sucrose"	"R1"	0.002486531	0.00194778261666667	1	1.04089515145	0.00187125726731779	1
"285"	"S2R1_18"	"Phis"	"S2R1"	"SDR12"	"18"	158.1193724	4	"Sucrose"	"R1"	0	0	1	1.04089515145	0	1
"286"	"S2R1_18"	"Smit"	"S2R1"	"SDR12"	"18"	158.1193724	4	"Sucrose"	"R1"	0	0	1	1.04089515145	0	1
"287"	"S2R1_18"	"Ssal"	"S2R1"	"SDR12"	"18"	158.1193724	6	"Sucrose"	"R1"	0.47575632	0.372675784	1	1.04089515145	0.358033932121646	1
"288"	"S2R1_18"	"Vaty"	"S2R1"	"SDR12"	"18"	158.1193724	3	"Sucrose"	"R1"	0.280563614	0.439549661933333	1	1.04089515145	0.422280439409317	1
"289"	"S2R1_3"	"Lcas"	"S2R1"	"SDR12"	"3"	24.70249179	5	"Sucrose"	"R1"	0.498963945	0.4690261083	1	0.897862964666667	0.522380504327993	1
"290"	"S2R1_3"	"Lreu"	"S2R1"	"SDR12"	"3"	24.70249179	6	"Sucrose"	"R1"	0.011603813	0.00908965351666667	1	0.897862964666667	0.0101236534687019	1
"291"	"S2R1_3"	"Phis"	"S2R1"	"SDR12"	"3"	24.70249179	4	"Sucrose"	"R1"	0	0	1	0.897862964666667	0	1
"292"	"S2R1_3"	"Smit"	"S2R1"	"SDR12"	"3"	24.70249179	4	"Sucrose"	"R1"	0	0	1	0.897862964666667	0	1
"293"	"S2R1_3"	"Ssal"	"S2R1"	"SDR12"	"3"	24.70249179	6	"Sucrose"	"R1"	0.443016991	0.347029976283333	1	0.897862964666667	0.386506616198574	1
"294"	"S2R1_3"	"Vaty"	"S2R1"	"SDR12"	"3"	24.70249179	3	"Sucrose"	"R1"	0.046415251	0.0727172265666667	1	0.897862964666667	0.0809892260047312	1
"295"	"S2R1_6"	"Lcas"	"S2R1"	"SDR12"	"6"	50.39159734	5	"Sucrose"	"R1"	0.779113137	0.73236634878	0.999999999	1.05569829996333	0.693726937710742	1
"296"	"S2R1_6"	"Lreu"	"S2R1"	"SDR12"	"6"	50.39159734	6	"Sucrose"	"R1"	0.005801906	0.00454482636666667	0.999999999	1.05569829996333	0.00430504280136145	1
"297"	"S2R1_6"	"Phis"	"S2R1"	"SDR12"	"6"	50.39159734	4	"Sucrose"	"R1"	0	0	0.999999999	1.05569829996333	0	1
"298"	"S2R1_6"	"Smit"	"S2R1"	"SDR12"	"6"	50.39159734	4	"Sucrose"	"R1"	0	0	0.999999999	1.05569829996333	0	1
"299"	"S2R1_6"	"Ssal"	"S2R1"	"SDR12"	"6"	50.39159734	6	"Sucrose"	"R1"	0.023207625	0.01817930625	0.999999999	1.05569829996333	0.0172201719474507	1
"300"	"S2R1_6"	"Vaty"	"S2R1"	"SDR12"	"6"	50.39159734	3	"Sucrose"	"R1"	0.191877331	0.300607818566667	0.999999999	1.05569829996333	0.284747847540445	1
"301"	"S2R1_7"	"Lcas"	"S2R1"	"SDR12"	"7"	58.84959228	5	"Sucrose"	"R1"	0.869457107	0.81728968058	1	0.976033982246667	0.837357812787149	1
"302"	"S2R1_7"	"Lreu"	"S2R1"	"SDR12"	"7"	58.84959228	6	"Sucrose"	"R1"	0.004973063	0.00389556601666667	1	0.976033982246667	0.00399121965784401	1
"303"	"S2R1_7"	"Phis"	"S2R1"	"SDR12"	"7"	58.84959228	4	"Sucrose"	"R1"	0	0	1	0.976033982246667	0	1
"304"	"S2R1_7"	"Smit"	"S2R1"	"SDR12"	"7"	58.84959228	4	"Sucrose"	"R1"	0	0	1	0.976033982246667	0	1
"305"	"S2R1_7"	"Ssal"	"S2R1"	"SDR12"	"7"	58.84959228	6	"Sucrose"	"R1"	0.053460423	0.04187733135	1	0.976033982246667	0.0429056079109104	1
"306"	"S2R1_7"	"Vaty"	"S2R1"	"SDR12"	"7"	58.84959228	3	"Sucrose"	"R1"	0.072109407	0.1129714043	1	0.976033982246667	0.115745359644096	1
"307"	"S2R1_9"	"Lcas"	"S2R1"	"SDR12"	"9"	75.65356501	5	"Sucrose"	"R1"	0.836303357	0.78612515558	1	1.02862411916333	0.764249195536482	1
"308"	"S2R1_9"	"Lreu"	"S2R1"	"SDR12"	"9"	75.65356501	6	"Sucrose"	"R1"	0.00663075	0.0051940875	1	1.02862411916333	0.00504954861861959	1
"309"	"S2R1_9"	"Phis"	"S2R1"	"SDR12"	"9"	75.65356501	4	"Sucrose"	"R1"	0	0	1	1.02862411916333	0	1
"310"	"S2R1_9"	"Smit"	"S2R1"	"SDR12"	"9"	75.65356501	4	"Sucrose"	"R1"	0	0	1	1.02862411916333	0	1
"311"	"S2R1_9"	"Ssal"	"S2R1"	"SDR12"	"9"	75.65356501	6	"Sucrose"	"R1"	0.011189391	0.00876502295	1	1.02862411916333	0.0085211135794962	1
"312"	"S2R1_9"	"Vaty"	"S2R1"	"SDR12"	"9"	75.65356501	3	"Sucrose"	"R1"	0.145876502	0.228539853133333	1	1.02862411916333	0.222180142265402	1
"313"	"S2R1_takedown"	"Lcas"	"S2R1"	"SDR12"	"takedown"	168.5593724	5	"Sucrose"	"R1"	0.51761293	0.4865561542	0.999999999	1.18094073655	0.412007257554198	1
"314"	"S2R1_takedown"	"Lreu"	"S2R1"	"SDR12"	"takedown"	168.5593724	6	"Sucrose"	"R1"	0.022793203	0.0178546756833333	0.999999999	1.18094073655	0.0151190276791484	1
"315"	"S2R1_takedown"	"Phis"	"S2R1"	"SDR12"	"takedown"	168.5593724	4	"Sucrose"	"R1"	0	0	0.999999999	1.18094073655	0	1
"316"	"S2R1_takedown"	"Smit"	"S2R1"	"SDR12"	"takedown"	168.5593724	4	"Sucrose"	"R1"	0	0	0.999999999	1.18094073655	0	1
"317"	"S2R1_takedown"	"Ssal"	"S2R1"	"SDR12"	"takedown"	168.5593724	6	"Sucrose"	"R1"	0.055532532	0.0435004834	0.999999999	1.18094073655	0.0368354499541461	1
"318"	"S2R1_takedown"	"Vaty"	"S2R1"	"SDR12"	"takedown"	168.5593724	3	"Sucrose"	"R1"	0.404061334	0.633029423266667	0.999999999	1.18094073655	0.536038264812508	1
"319"	"S2R2_0"	"Lcas"	"S2R2"	"SDR12"	"0"	0.486	5	"Sucrose"	"R2"	0.05511811	0.0518110234	1	1.155554634775	0.0448364982847291	1
"320"	"S2R2_0"	"Lreu"	"S2R2"	"SDR12"	"0"	0.486	6	"Sucrose"	"R2"	0.00870286	0.00681724033333333	1	1.155554634775	0.00589953960477233	1
"321"	"S2R2_0"	"Phis"	"S2R2"	"SDR12"	"0"	0.486	4	"Sucrose"	"R2"	0.925818483	1.087836717525	1	1.155554634775	0.941397909530097	1
"322"	"S2R2_0"	"Smit"	"S2R2"	"SDR12"	"0"	0.486	4	"Sucrose"	"R2"	0	0	1	1.155554634775	0	1
"323"	"S2R2_0"	"Ssal"	"S2R2"	"SDR12"	"0"	0.486	6	"Sucrose"	"R2"	0.009117281	0.00714187011666667	1	1.155554634775	0.00618046944881777	1
"324"	"S2R2_0"	"Vaty"	"S2R2"	"SDR12"	"0"	0.486	3	"Sucrose"	"R2"	0.001243266	0.0019477834	1	1.155554634775	0.00168558313158361	1
"325"	"S2R2_11"	"Lcas"	"S2R2"	"SDR12"	"11"	98.24966141	5	"Sucrose"	"R2"	0.246581019	0.23178615786	0.999999999	0.957984527126667	0.241951880533194	1
"326"	"S2R2_11"	"Lreu"	"S2R2"	"SDR12"	"11"	98.24966141	6	"Sucrose"	"R2"	0.016991297	0.0133098493166667	0.999999999	0.957984527126667	0.0138935952928046	1
"327"	"S2R2_11"	"Phis"	"S2R2"	"SDR12"	"11"	98.24966141	4	"Sucrose"	"R2"	0	0	0.999999999	0.957984527126667	0	1
"328"	"S2R2_11"	"Smit"	"S2R2"	"SDR12"	"11"	98.24966141	4	"Sucrose"	"R2"	0	0	0.999999999	0.957984527126667	0	1
"329"	"S2R2_11"	"Ssal"	"S2R2"	"SDR12"	"11"	98.24966141	6	"Sucrose"	"R2"	0.562784915	0.440848183416667	0.999999999	0.957984527126667	0.460182989321264	1
"330"	"S2R2_11"	"Vaty"	"S2R2"	"SDR12"	"11"	98.24966141	3	"Sucrose"	"R2"	0.173642768	0.272040336533333	0.999999999	0.957984527126667	0.283971534852737	1
"331"	"S2R2_13"	"Lcas"	"S2R2"	"SDR12"	"13"	115.7135022	5	"Sucrose"	"R2"	0.869871529	0.81767923726	0.999999999	0.997849149276667	0.819441734106533	1
"332"	"S2R2_13"	"Lreu"	"S2R2"	"SDR12"	"13"	115.7135022	6	"Sucrose"	"R2"	0.002072109	0.00162315205	0.999999999	0.997849149276667	0.00162665073290548	1
"333"	"S2R2_13"	"Phis"	"S2R2"	"SDR12"	"13"	115.7135022	4	"Sucrose"	"R2"	0	0	0.999999999	0.997849149276667	0	1
"334"	"S2R2_13"	"Smit"	"S2R2"	"SDR12"	"13"	115.7135022	4	"Sucrose"	"R2"	0	0	0.999999999	0.997849149276667	0	1
"335"	"S2R2_13"	"Ssal"	"S2R2"	"SDR12"	"13"	115.7135022	6	"Sucrose"	"R2"	0.028180688	0.0220748722666667	0.999999999	0.997849149276667	0.0221224543636366	1
"336"	"S2R2_13"	"Vaty"	"S2R2"	"SDR12"	"13"	115.7135022	3	"Sucrose"	"R2"	0.099875673	0.1564718877	0.999999999	0.997849149276667	0.156809160796925	1
"337"	"S2R2_15"	"Lcas"	"S2R2"	"SDR12"	"15"	132.2910942	5	"Sucrose"	"R2"	0.905926233	0.85157065902	1	0.956426302286667	0.890367252535848	1
"338"	"S2R2_15"	"Lreu"	"S2R2"	"SDR12"	"15"	132.2910942	6	"Sucrose"	"R2"	0	0	1	0.956426302286667	0	1
"339"	"S2R2_15"	"Phis"	"S2R2"	"SDR12"	"15"	132.2910942	4	"Sucrose"	"R2"	0	0	1	0.956426302286667	0	1
"340"	"S2R2_15"	"Smit"	"S2R2"	"SDR12"	"15"	132.2910942	4	"Sucrose"	"R2"	0	0	1	0.956426302286667	0	1
"341"	"S2R2_15"	"Ssal"	"S2R2"	"SDR12"	"15"	132.2910942	6	"Sucrose"	"R2"	0.054289266	0.0425265917	1	0.956426302286667	0.0444640549912999	1
